filename;version_type;version;work_name_semantic;structure;instrumentation;lyrics_original;voice;tuning_A4;global_key;transposition;vocal_shift;noise_level;length;license
Handel_HWV056-2-44_OV-Sargent1951;OV;Sargent1951;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;446.6578725778289;D:maj;0;0;3;253.12009070294783;CC0
Handel_HWV056-2-44_OV-Sargent1959;OV;Sargent1959;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;438.9845576718903;D:maj;0;0;2;286.41333333333336;CC0
Handel_HWV056-2-44_OV-Scherchen1959;OV;Scherchen1959;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;441.782679340603;D:maj;0;0;1;235.8;CC0
Handel_HWV056-2-44_OV-Shaw1962;OV;Shaw1962;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;442.0379367369037;D:maj;0;0;2;257.79201814058956;CC0
Handel_HWV056-2-44_OV-Stone1955;OV;Stone1955;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;450.284512478581;D:maj;0;0;3;246.95469387755102;CC0
Handel_HWV056-2-44_OV-Susskind1958;OV;Susskind1958;Hallelujah_ChoOrch;A;"Choir; Orchestra";True;mixed;443.82887286777554;D:maj;0;0;3;262.2;CC0
Handel_HWV056-2-44_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;Hallelujah_ChoOrch;A;Piano;False;;441.2726066625215;D:maj;0;0;1;222.05501133786848;CC-BY-3.0
Handel_HWV056-2-44_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;Hallelujah_ChoOrch;A;Piano;False;;441.2726066625215;D:maj;0;0;1;222.05501133786848;CC-BY-3.0
Handel_HWV056-2-44_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;Hallelujah_ChoOrch;A;Piano;False;;441.2726066625215;D:maj;0;0;1;222.05501133786848;CC-BY-3.0
Handel_HWV056-2-44_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;Hallelujah_ChoOrch;A;Piano;False;;441.017791210556;D:maj;0;0;1;222.05501133786848;CC-BY-3.0
Handel_HWV056-2-44_SY-EWSO;SY;EWSO;Hallelujah_ChoOrch;A;Synthetic;False;;440.7631229032662;D:maj;0;0;1;219.07691609977323;CC-BY-3.0
Handel_HWV056-2-44_SY-HSO;SY;HSO;Hallelujah_ChoOrch;A;Synthetic;False;;441.2726066625215;D:maj;0;0;1;229.2307482993197;CC-BY-3.0
Mozart_KV618_AD-Britten1962;AD;Britten1962;AveVerum_ChoOrch;I'A'JB'K';Orchestra;False;;441.017791210556;G:maj;8;0;3;303.48;CC0
Mozart_KV618_AD-Ellsassner1957;AD;Ellsassner1957;AveVerum_ChoOrch;I'A'JB'K';Organ;False;;444.855520880948;B:maj;-3;0;2;273.1786848072562;CC0
Mozart_KV618_AD-S-Barth1922;AD-S;Barth1922;AveVerum_ChoOrch;IABK;"Choir; Organ";True;mixed;432.6909232685233;D:maj;0;0;3;185.75673469387755;CC0
Mozart_KV618_AD-S-Ekeblad1911;AD-S;Ekeblad1911;AveVerum_ChoOrch;I'ABK';"Voice; Harmonium";True;female;437.21316929837263;Eb:maj;1;0;3;194.63836734693876;CC0
Mozart_KV618_AD-S-Grossmann1953;AD-S;Grossmann1953;AveVerum_ChoOrch;AB;Choir;True;mixed;452.3700837286693;D:maj;0;0;3;191.00975056689342;CC0
Mozart_KV618_AD-S-Muller1928;AD-S;Muller1928;AveVerum_ChoOrch;IAJB;"Choir; Organ";True;mixed;447.94973572444303;D:maj;0;0;3;256.52244897959184;CC0
Mozart_KV618_AD-S-Schot1906;AD-S;Schot1906;AveVerum_ChoOrch;I'AB;"Voice; Orchestra; Organ";True;female;432.9409275435693;Eb:maj;1;0;3;160.83591836734695;CC0
Mozart_KV618_AD-S-SQPMA1961;AD-S;SQPMA1961;AveVerum_ChoOrch;AJBK;Saxophones;False;;446.3999473725104;Eb:maj;1;0;2;163.95709750566894;CC0
Mozart_KV618_AD-Talich1951;AD;Talich1951;AveVerum_ChoOrch;I'A'JB'K';Orchestra;False;;440.7631229032662;Bb:maj;8;0;2;263.64;CC0
Mozart_KV618_AR-Bullock1928;AR;Bullock1928;AveVerum_ChoOrch;IAJBK';"Choir; Organ";True;mixed;450.80500213443264;D:maj;0;0;3;188.33609977324264;CC0
Mozart_KV618_AR-Corelli1962;AR;Corelli1962;AveVerum_ChoOrch;IAJBK;"Voice; Strings";True;male;438.4777156442618;F:maj;3;0;2;133.85333333333332;CC0
Mozart_KV618_AR-DonBoscoTournai1960;AR;DonBoscoTournai1960;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;432.44106335991046;C#:maj;-1;0;2;161.15092970521542;CC0
Mozart_KV618_AR-Guest1958;AR;Guest1958;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;440.7631229032662;D:maj;0;0;2;238.86666666666667;CC0
Mozart_KV618_AR-Haan1907;AR;Haan1907;AveVerum_ChoOrch;IAJBK;"Voice; Harmonium";True;female;434.1931173364561;Eb:maj;1;0;3;153.9918367346939;CC0
Mozart_KV618_AR-Heaps1955;AR;Heaps1955;AveVerum_ChoOrch;IAJBK;Organ;False;;444.3419003668215;D:maj;0;0;3;175.04;CC0
Mozart_KV618_AR-Kalt1929;AR;Kalt1929;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;440.0;D:maj;0;0;3;220.4473469387755;CC0
Mozart_KV618_AR-Pagot1960;AR;Pagot1960;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;436.45619266905874;D:maj;0;0;2;234.81283446712018;CC0
Mozart_KV618_AR-Papalin2012;AR;Papalin2012;AveVerum_ChoOrch;IAJBK;"Choir; Recorders";True;mixed;436.9606979922958;D:maj;0;0;1;161.0;CC-BY-3.0
Mozart_KV618_AR-Paumgartner1961;AR;Paumgartner1961;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;444.0853125332247;D:maj;0;0;2;258.2435827664399;CC0
Mozart_KV618_AR-R-Tung2013;AR-R;Tung2013;AveVerum_ChoOrch;IAJBK;Flutes;False;;442.5488940698555;D:maj;12;0;2;148.1926530612245;CC-BY-NC-ND-3.0
Mozart_KV618_AR-Vermeulen1958;AR;Vermeulen1958;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;433.19107626846215;D:maj;0;0;2;268.5019954648526;CC0
Mozart_KV618_AR-Woodworth1953;AR;Woodworth1953;AveVerum_ChoOrch;IAJBK;"Choir; Organ";True;mixed;447.94973572444303;D:maj;0;0;2;212.24;CC0
Mozart_KV618_OV-GliArmonici2015;OV;GliArmonici2015;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;441.782679340603;D:maj;0;0;2;206.7134693877551;CC0
Mozart_KV618_OV-Goehr1961;OV;Goehr1961;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;443.06044202495633;D:maj;0;0;2;247.5873469387755;CC0
Mozart_KV618_OV-Hoch1957;OV;Hoch1957;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;447.1741701540032;D:maj;0;0;3;271.8907029478458;CC0
Mozart_KV618_OV-Irmler1927;OV;Irmler1927;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;429.205984027817;D:maj;0;0;3;209.44979591836736;CC0
Mozart_KV618_OV-Karajan1960;OV;Karajan1960;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;441.5275693441813;D:maj;0;0;3;242.99102040816325;CC0
Mozart_KV618_OV-Kugler1958;OV;Kugler1958;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;445.8845436971296;D:maj;0;0;1;225.68517006802722;CC0
Mozart_KV618_OV-Leibowitz1958;OV;Leibowitz1958;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;452.3700837286693;D:maj;0;0;2;232.24603174603175;CC0
Mozart_KV618_OV-Maillet1961;OV;Maillet1961;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;442.0379367369037;D:maj;0;0;1;286.9586394557823;CC0
Mozart_KV618_OV-Nobel1960;OV;Nobel1960;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;433.9423899770781;D:maj;0;0;2;210.36149659863946;CC0
Mozart_KV618_OV-Ochs1930;OV;Ochs1930;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;447.4325426971205;D:maj;0;0;3;233.0122448979592;CC0
Mozart_KV618_OV-R-Arndt1962;OV-R;Arndt1962;AveVerum_ChoOrch;IAJBK;"Choir;Strings";True;mixed;446.1421711076128;D:maj;0;0;1;215.29891156462585;CC0
Mozart_KV618_OV-Stenov2006;OV;Stenov2006;AveVerum_ChoOrch;IAJBK;"Choir; Strings; Organ";True;mixed;441.2726066625215;D:maj;0;0;3;131.50040816326532;CC-BY-SA-4.0
Mozart_KV618_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;AveVerum_ChoOrch;IAJBK;Piano;False;;441.017791210556;D:maj;0;0;1;164.59301587301587;CC-BY-3.0
Mozart_KV618_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;AveVerum_ChoOrch;IAJBK;Piano;False;;441.017791210556;D:maj;0;0;1;164.59301587301587;CC-BY-3.0
Mozart_KV618_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;AveVerum_ChoOrch;IAJBK;Piano;False;;440.7631229032662;D:maj;0;0;1;164.59301587301587;CC-BY-3.0
Mozart_KV618_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;AveVerum_ChoOrch;IAJBK;Piano;False;;441.017791210556;D:maj;0;0;1;164.59301587301587;CC-BY-3.0
Mozart_KV618_SY-EWSO;SY;EWSO;AveVerum_ChoOrch;IAJBK;Synthetic;False;;440.7631229032662;D:maj;0;0;1;163.35278911564626;CC-BY-3.0
Mozart_KV618_SY-HSO;SY;HSO;AveVerum_ChoOrch;IAJBK;Synthetic;False;;441.017791210556;D:maj;0;0;1;172.35278911564626;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_AD-Moiseiwitsch1945;AD;Moiseiwitsch1945;Picts_Pno;A1B1A2'B2C'A3DA4;Piano;;;446.1421711076128;Eb:Maj;0;0;3;248.1643537414966;CC0
Mussorgsky_PicturesAtAnExhibition-10_AD-S-Ghindin2010;AD-S;Ghindin2010;Picts_Pno;A1'B1A2B2CA3DA4;Piano;;;441.017791210556;Eb:Maj;0;0;1;295.0138775510204;CC-BY-NC-ND-3.0
Mussorgsky_PicturesAtAnExhibition-10_AD-S-Graffmann1962;AD-S;Graffmann1962;Picts_Pno;A1B1A2B2CA3DA4';Piano;;;444.5986364541761;Eb:Maj;0;0;1;311.26666666666665;CC0
Mussorgsky_PicturesAtAnExhibition-10_AD-S-Janis1961;AD-S;Janis1961;Picts_Pno;A1B1A2B2CA3DA4';Piano;;;443.06044202495633;Eb:Maj;0;0;2;260.5191836734694;CC0
Mussorgsky_PicturesAtAnExhibition-10_AD-S-Revelli1961;AD-S;Revelli1961;Picts_Pno;A1B1A2B2C'A3DA4;Piano;;;447.1741701540032;Db:maj;-2;0;3;321.1087528344671;CC0
Mussorgsky_PicturesAtAnExhibition-10_AD-Stokowski1939;AD;Stokowski1939;Picts_Pno;A1B1A2B2C'A3'A4' ;Orchestra;;;443.06044202495633;Eb:Maj;0;0;2;259.6019954648526;CC-BY-NC-SA-3.0
Mussorgsky_PicturesAtAnExhibition-10_AR-Ansermet1959;AR;Ansermet1959;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;447.1741701540032;Eb:Maj;0;0;1;324.2551020408163;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Dorati1952;AR;Dorati1952;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.017791210556;Eb:Maj;0;0;1;290.0172335600907;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Dorati1963;AR;Dorati1963;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.017791210556;Eb:Maj;0;0;2;298.8059863945578;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Firkusny1961;AR;Firkusny1961;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;443.82887286777554;Eb:Maj;0;0;1;306.0;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Goehr1958;AR;Goehr1958;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;446.9159468096244;Eb:Maj;0;0;2;313.31265306122447;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Golschmann1959;AR;Golschmann1959;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;443.57258128491367;Eb:Maj;0;0;2;328.38820861678005;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Horowitz1959;AR;Horowitz1959;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;438.4777156442618;Eb:Maj;0;0;2;261.34643990929703;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Karajan1959;AR;Karajan1959;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.5275693441813;Eb:Maj;0;0;1;378.72326530612247;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Koussevitzky1930;AR;Koussevitzky1930;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;447.1741701540032;Eb:Maj;0;0;3;286.81074829931976;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Kubelik1953;AR;Kubelik1953;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;439.4919855647333;Eb:Maj;0;0;1;272.0130612244898;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Markevitch1954;AR;Markevitch1954;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;447.1741701540032;Eb:Maj;0;0;2;292.6;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Melichar1931;AR;Melichar1931;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.782679340603;Eb:Maj;0;0;3;265.81043083900227;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Ormandy1956;AR;Ormandy1956;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.017791210556;Eb:Maj;0;0;2;308.981179138322;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-R-Karajan1957;AR-R;Karajan1957;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;443.82887286777554;Eb:Maj;0;0;2;370.3946485260771;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Reiner1958;AR;Reiner1958;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;440.7631229032662;Eb:Maj;0;0;2;316.5344217687075;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Rodzinski1948;AR;Rodzinski1948;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.2726066625215;Eb:Maj;0;0;3;258.53097505668933;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Schuchter1958;AR;Schuchter1958;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;437.4657864797208;Eb:Maj;0;0;2;258.92285714285714;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-SkidmoreCollege;AR;SkidmoreCollege;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;441.2726066625215;Eb:Maj;0;0;1;329.3775510204082;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Stokowski1957;AR;Stokowski1957;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;444.3419003668215;Eb:Maj;0;0;1;304.1437188208617;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Toscanini1954;AR;Toscanini1954;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;444.0853125332247;Eb:Maj;0;0;2;289.80825396825395;CC0
Mussorgsky_PicturesAtAnExhibition-10_AR-Vandernoot1961;AR;Vandernoot1961;Picts_Pno;A1B1A2B3CA3DA4;Orchestra;;;446.9159468096244;Eb:Maj;0;0;2;313.8612244897959;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Arkadiev2014;OV;Arkadiev2014;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;442.5488940698555;Eb:Maj;0;0;1;345.75673469387755;CC-BY-NC-3.0
Mussorgsky_PicturesAtAnExhibition-10_OV-Bertoglio2012;OV;Bertoglio2012;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;440.5086016556824;Eb:Maj;0;0;1;281.2371882086168;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_OV-Biro1951;OV;Biro1951;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;432.6909232685233;Eb:Maj;0;0;2;282.7958276643991;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Brendel1958;OV;Brendel1958;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;3;295.84;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Kapell1953;OV;Kapell1953;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;440.25422738288415;Eb:Maj;0;0;3;237.01551020408164;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Katchen1950;OV;Katchen1950;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;437.9714588054208;Eb:Maj;0;0;2;241.2669841269841;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Oborin1954;OV;Oborin1954;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;434.6950067418271;Eb:Maj;0;0;3;233.48557823129252;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Pennario1954;OV;Pennario1954;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;440.5086016556824;Eb:Maj;0;0;2;239.16;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-R-Staab2016;OV-R;Staab2016;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;436.45619266905874;Eb:Maj;0;0;1;326.0778684807256;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_OV-Richter1960;OV;Richter1960;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;443.82887286777554;Eb:Maj;0;0;2;278.23678004535145;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Serebryakov1959;OV;Serebryakov1959;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;3;228.36344671201815;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Vries1960;OV;Vries1960;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.782679340603;Eb:Maj;0;0;3;228.81378684807257;CC0
Mussorgsky_PicturesAtAnExhibition-10_OV-Wayenberg1961;OV;Wayenberg1961;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;2;302.1544217687075;CC0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;Picts_Orch;A1B1A2B3CA3DA4;Piano;;;441.2726066625215;Eb:Maj;0;0;1;312.50603174603174;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;Picts_Orch;A1B1A2B3CA3DA4;Piano;;;441.017791210556;Eb:Maj;0;0;1;312.50603174603174;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;Picts_Orch;A1B1A2B3CA3DA4;Piano;;;441.017791210556;Eb:Maj;0;0;1;312.50603174603174;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;Picts_Orch;A1B1A2B3CA3DA4;Piano;;;441.2726066625215;Eb:Maj;0;0;1;312.50603174603174;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SY-EWSO;SY;EWSO;Picts_Orch;A1B1A2B3CA3DA4;Synthetic;;;440.5086016556824;Eb:Maj;0;0;1;309.421179138322;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_RavelOrch_SY-HSO;SY;HSO;Picts_Orch;A1B1A2B3CA3DA4;Synthetic;;;442.0379367369037;Eb:Maj;0;0;1;319.671201814059;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SR-R-ReproPno-CloseRev;SR-R;ReproPno-CloseRev;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;1;313.0890249433107;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SR-ReproPno-CloseDry;SR;ReproPno-CloseDry;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;1;313.0890249433107;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SR-ReproPno-HandRecDry;SR;ReproPno-HandRecDry;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;1;313.0890249433107;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SR-ReproPno-RoomRev;SR;ReproPno-RoomRev;Picts_Pno;A1B1A2B3CA3DA4;Piano;;;441.5275693441813;Eb:Maj;0;0;1;313.0890249433107;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SY-EWSO;SY;EWSO;Picts_Pno;A1B1A2B3CA3DA4;Synthetic;;;440.25422738288415;Eb:Maj;0;0;1;310.8167800453515;CC-BY-3.0
Mussorgsky_PicturesAtAnExhibition-10_SY-HSO;SY;HSO;Picts_Pno;A1B1A2B3CA3DA4;Synthetic;;;441.2726066625215;Eb:Maj;0;0;1;320.6501133786848;CC-BY-3.0
Schubert_D733-01_AD-Cziffra1961;AD;Cziffra1961;MilitaryMarch_Pno4;ABC'D'AB';Piano;;;443.57258128491367;Db:maj;-1;0;1;228.58689342403628;CC0
Schubert_D733-01_AD-Dondeyne1960;AD;Dondeyne1960;MilitaryMarch_Pno4;ABCDAB';Band;;;441.5275693441813;Eb:maj;1;0;1;195.65020408163267;CC0
Schubert_D733-01_AD-Godowsky1921;AD;Godowsky1921;MilitaryMarch_Pno4;ABCDAB';Piano;;;445.3697350956286;Db:maj;-1;0;3;223.5132879818594;CC0
Schubert_D733-01_AD-Hayman1962;AD;Hayman1962;MilitaryMarch_Pno4;A'B'C'D'A'B';Orchestra;;;448.2085563812087;D:maj;0;0;1;162.50027210884355;CC0
Schubert_D733-01_AD-Hertz1927;AD;Hertz1927;MilitaryMarch_Pno4;ABCDAB';Orchestra;;;441.5275693441813;D:maj;0;0;3;196.35074829931972;CC0
Schubert_D733-01_AD-Pennario1960;AD;Pennario1960;MilitaryMarch_Pno4;ABCDAB;Piano;;;441.017791210556;D:maj;0;0;1;177.27945578231294;CC0
Schubert_D733-01_AD-S-JohannStraussOrchestra1910;AD-S;JohannStraussOrchestra1910;MilitaryMarch_Pno4;ABCDAB;Marching Band;;;434.44398956347146;Bb:maj;-4;0;3;191.95954648526077;CC0
Schubert_D733-01_AD-S-Prud1961;AD-S;Prud1961;MilitaryMarch_Pno4;ABCDAB';"Accordeon; Band";;;438.4777156442618;D:maj;0;0;1;148.47650793650794;CC0
Schubert_D733-01_AR-Ackermann1959;AR;Ackermann1959;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;445.1125537328459;D:maj;0;0;1;188.5019954648526;CC0
Schubert_D733-01_AR-Barone1953;AR;Barone1953;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;441.017791210556;C:maj;-2;0;3;149.00471655328798;CC0
Schubert_D733-01_AR-BergerF1959;AR;BergerF1959;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;450.80500213443264;D:maj;0;0;2;183.80104308390023;CC0
Schubert_D733-01_AR-Bernard1955;AR;Bernard1955;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;437.7185496206256;D:maj;0;0;2;190.12884353741498;CC0
Schubert_D733-01_AR-Brun1959;AR;Brun1959;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;443.82887286777554;Eb:maj;1;0;2;199.26897959183674;CC0
Schubert_D733-01_AR-Cremier1962;AR;Cremier1962;MilitaryMarch_Pno4;A1BA2CDA1BA2;Marching Band;;;447.4325426971205;D:maj;0;0;2;198.28362811791382;CC0
Schubert_D733-01_AR-Dohnanyi1957;AR;Dohnanyi1957;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;444.5986364541761;Db:maj;-1;0;2;196.45278911564625;CC0
Schubert_D733-01_AR-Fennell1961;AR;Fennell1961;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;443.82887286777554;D:maj;0;0;2;198.01832199546485;CC0
Schubert_D733-01_AR-Fiedler1953;AR;Fiedler1953;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;444.855520880948;D:maj;0;0;3;177.9453968253968;CC0
Schubert_D733-01_AR-Galla1946;AR;Galla1946;MilitaryMarch_Pno4;A1BA2CDA1BA2;Accordeon;;;447.94973572444303;D:maj;0;0;3;170.8875283446712;CC0
Schubert_D733-01_AR-Goossens1926;AR;Goossens1926;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;449.2453353111651;D:maj;0;0;3;156.02108843537414;CC0
Schubert_D733-01_AR-Gould1962;AR;Gould1962;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;444.3419003668215;D:maj;0;0;2;178.7431746031746;CC0
Schubert_D733-01_AR-Knappertsbusch1955;AR;Knappertsbusch1955;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;441.782679340603;D:maj;0;0;2;216.05165532879818;CC0
Schubert_D733-01_AR-Kostelanetz1955;AR;Kostelanetz1955;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;444.0853125332247;D:maj;0;0;1;180.4047619047619;CC0
Schubert_D733-01_AR-Kurtz1961;AR;Kurtz1961;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;445.3697350956286;D:maj;0;0;2;188.47891156462586;CC0
Schubert_D733-01_AR-LesCinqPeres1959;AR;LesCinqPeres1959;MilitaryMarch_Pno4;A1BA2CDA1BA2;Choir;;;443.82887286777554;D:maj;-12;0;2;189.95650793650793;CC0
Schubert_D733-01_AR-Newman1960;AR;Newman1960;MilitaryMarch_Pno4;A1BA2CDA1BA2;Band;;;443.57258128491367;D:maj;0;0;2;178.4057596371882;CC0
Schubert_D733-01_AR-Pourcel1962;AR;Pourcel1962;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;445.627065055104;D:maj;0;0;1;186.87537414965988;CC0
Schubert_D733-01_AR-R-Gruber1960;AR-R;Gruber1960;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;446.9159468096244;D:maj;0;0;2;189.3692970521542;CC0
Schubert_D733-01_AR-Ronald1923;AR;Ronald1923;MilitaryMarch_Pno4;A1BA2CDA1BA2;Orchestra;;;443.57258128491367;D:maj;0;0;3;200.68362811791383;CC0
Schubert_D733-01_AR-RoyalSteelBand1958;AR;RoyalSteelBand1958;MilitaryMarch_Pno4;A1BA2CDA1BA2;Jamaican Drums;;;435.9522698367009;Db:maj;-1;0;3;168.22136054421767;CC0
Schubert_D733-01_AR-Staab2012;AR;Staab2012;MilitaryMarch_Pno4;A1BA2CDA1BA2;Piano;;;438.9845576718903;D:maj;0;0;1;203.34802721088437;CC-BY-3.0
Schubert_D733-01_AR-Thirlte2961;AR;Thirlte2961;MilitaryMarch_Pno4;A1BA2CDA1BA2;Marching Band;;;436.9606979922958;Bb:maj;-4;0;2;179.1986394557823;CC0
